,hotel,review
1728,25,"Hello Abby

Thank you for taking the time to leave a review of your recent stay at our property. We are glad that you found the space to be clean and well-maintained, and we appreciate your positive feedback on our check-in process and communication.

We apologize for any noise disturbances you experienced during your stay as it is typically very quiet in this area. We are unsure what the noise was at that hour as no one was in the unit above during those times, but it's possible that it could have been caused by a limb falling hitting the metal roof during the strong winds around that time.

Regarding the snacks, we apologize for any confusion. We state in the listing that we have a shared food bar where you can find many changeable pantry staples and non-perishable items in the cabinet, and we also leave some snacks on the table such as trail bars, chips, candy, or other variable offerings. We would have been happy to explain where the snacks were or provided extra if this was brought to our attention during your stay.

Lastly, we want to clarify about the pricing as hosts do not charge the extra fees you mentioned. These fees are placed on by this platform for their service fees as well as taxes, and unfortunately, hosts do not have the ability to change or reduce these fees. You will find these extra fees to be standard across this booking platform. Final prices are always noted before confirming any reservation. Kindly check these prices and ensure it suits your budget before you reserve any future stays. We set our prices to be competitive for this area while typically offering more in return.

Once again, thank you for choosing our property for your stay. We strive to host peaceful retreat in the mountains
away from the hustle and bustle that most of our guest’s crave now a days. There are many kinds of stays for every kind of person here and we hope you are able to find ones that suit your particular needs in the future."
1729,25,"Cute and cozy studio tucked away in the NC mountains. Definitely make sure to download any content you’ll want ahead of time—or embrace being semi-off-the-grid for a bit. The dirt road up to the cabin is a little uneven, probably best for a car with higher suspension (although my Honda Civic did ok). I loved sitting on the porch in the warm weather and playing darts. The cabin is warm and welcoming in the cold, too, with a fireplace-style heater to make it feel especially cozy. Beware of the cold bathroom (make sure to turn on the heat switch before you need a shower). Loved it!"
1730,25,Exactly as advertised. Clean and very peaceful. Direction were very easy to follow.
1731,25,"This was one of the best air bnb stays I have had!! Tiffany was great and super clear in arrival instructions because this is more secluded!! The area is beautiful and it is the perfect little tree house for a peaceful get away!! It is also super close to asheville, black mountain, and chimney rock. 10/10 recommend!"
1732,25,everything went as expected- the listing was very detailed and we knew exactly what to expect. Perfect private retreat for couples or friends!
1733,25,This place was absolutely amazing. A beautiful place to stay and recharge. Can’t wait to go back!!
1734,25,Great! Definitely READ the check-in instructions. I did and found the place easily. A lovely retreat.
1735,25,"Remote location perfect for a little getaway, and only 30 mins from downtown! We loved our time here :)"
1736,25,Beautiful location very homey feeling!
1737,25,Great place and location
1738,25,This place was perfect for what it is. Quiet and private studio style apartment deep in the mountains. Exactly what I wanted for a quiet day to myself without outside distractions
1739,25,"Beautiful and private place to relax and enjoy the outdoors, the inside was very clean and will definitely book again."
1740,25,it was a great stay! Thanks for being so welcoming!
1741,25,Different place if you want to relax and be disconnected of everything. Beautiful place to share with nature. Highly recommend
1742,25,Wonderful quiet getaway. Very much enjoyed this well needed weekend away from the world.
1743,25,"This is the best place my husband and I have stayed at. Quaint and peaceful. Even in the winter, the scenery is breathtaking. We’ll definitely be staying here again on our next N.C. trip!"
1744,25,My boyfriend and I had a wonderful weekend at the tree house. It was a beautiful place to stay and had everything we needed. It was also a short drive to Chimney Rock!
1745,25,"Great secluded location, very nice inside and out, and she was very helpful in responding to my never ending questions lol!"
1746,25,"This place is very clean, rustic, and peaceful.
It's hard to find so get there before dark. Tiffany does have extensive directions which is helpful.
The porch rustic interior, and the secluded mountain surroundings makethis place so peaceful and wonderful."
1747,25,"Very cozy, and really clean! Adored the deck space - wished we could’ve used it more, but it was pretty chilly out! Great secluded mountain stay"
1748,25,"My stay with my partner was everything I could've asked for. The directions to get to the cabin were extremely clear, and the cabin itself was identical to the pictures. Very clean, feels new, and has a beautiful view. Even her wifi router worked perfectly for my phone. My only complaint is that we didn't stay longer! Thank you so much Tiffany, you, along with your home, are wonderful ! We hope to book again soon ! :)"
1749,25,We absolutely loved this cabin and our trip here. It was such a peaceful location and the interior was so cozy and comfortable. 10 out of 10 would recommend if you’re looking for a relaxing getaway in beautiful mountain scenery.
1750,25,Very cozy— about 30 minutes from Asheville and Chimney rock state park so great location if you don’t mind a short drive:) Super pretty area and very warm inside with the fireplace. Very nice to unplug and relax.
1751,25,Perfect for a relaxing and peaceful weekend! The place had everything we could need and bed was very comfortable. I would definitely stay again!
1752,25,Really quite spot. Everything was clean and we highly recommend!
1753,25,The Happy Place tree house was perfect for our get-away in the woods. It's a one room efficiency but very spacious and immaculately clean with a cozy feel. It's nestled well into the woods and from the bed you get a beautiful morning view of a nearby ridge crest. I only wish we had been there when it was warm enough to enjoy the large deck area.
1754,25,So easy to communicate with and such a cozy cute place to stay! So enjoyed this stay!
1755,25,"My husband and I had a wonderful time staying in the downstairs unit. It is truly a beautiful location and it was so nice to get off the beaten path and stay in such a quiet and peaceful spot. The place was very comfortable and close to some great locations to explore, making for a great weekend! Would stay here again!"
1756,25,"Tiffany was accommodating, gave great instructions on how to arrive, and responded quickly to comments. Great host"
1757,25,"A great location, with great views and a super awesome host!"
1758,25,"This place was great, especially for just an evening away. Quite, safe, and reenergizing; just nice to get away."
1759,25,Loved it!!! Thank you so much for an escape!
1760,25,"Everything was perfect...comfortable bed, nice bathroom/shower, kitchen had all we needed. Plus, such a wonderful location!"
1761,25,"Clean and tidy with comfortable bed. Beautiful location nestled in the woods. Tiffany was very responsive and helpful and provided extremely clear check in instructions and directions to her secluded treehouse. Would recommend 4-wheel drive as the road leading up can be a bit hairy, especially in the rain or at night. Internet and cell service were non-existent for me but I wanted to unplug so it was a positive. Had a great time escaping for a weekend :)"
1762,25,We had such a short but sweet stay at the Treehouse! So private & secluded. We enjoyed hanging out on the porch playing darts & listening to nature. Definitely recommend!
1763,25,"We were disappointed. This place is clearly a studio apartment, and not a one bedroom. The listing identifies it as one bedroom which is what we expected. The bed, living area and kitchen is all in one large room."
1764,25,"Hello Marcy!

Thank you for sharing this feedback.!

Accuracy in my listing is very important to me. Unfortunately, Airbnb does not have a “studio” designation at this time.

However, the listing description and photos clearly and accurately depict the space and layout. Please ensure you review the listing descriptions and photos thoroughly moving forward to ensure you book spaces which suit your needs to avoid any future misunderstandings.

Best of luck in your future stays!"
1765,25,Pleasant stay in a peaceful setting.
1766,25,It’s a great spot away from everything. Definitely worth the drive out of the way and close enough to get to all that Asheville has to offer!
1767,25,Wonderful stay!
1768,25,Amazing stay! Perfect little spot with everything you could need. Not too bad of a drive to Asheville. Felt very homey and I loved the outdoor deck. Darts & a swing & a hammock. It was beautiful.
1769,25,"Beautiful and relaxing space. The descriptions are very accurate. Lovely, clean home with lovely views. Relaxing and enjoyable stay."
1770,25,Asheville was an incredible place to hang out. There is a vibrant art scene and plenty of shopping as well as adventure opportunities.
1771,25,All in loved the experience - this is a great place to stay for anyone who needs to disconnect from all the things!
1772,25,"The pics don’t even do it justice, it was so beautiful and peaceful! Thank you for a relaxing escape from hurricane Ian! We loved every minute!"
1773,25,Cute little cabin! Fun being in the woods on a mountain side!
1774,25,"Beautiful stay in the mountains, absolutely loved every minute. Descriptions and directions were accurate and easy to follow. Definitely would stay again!"
1775,25,Adorable place - definitely recommend if you need a place to stay on the road but pick up dinner on the way 😊
1776,25,Wonderful beautiful stay in the mountains! We will be back!
1777,25,Loved the location and beautiful mountain side. The wifi was helpful for streaming some music and was accurately described in the listing. The only sadness was the early check out time. Check in at 4pm and out by 10am left little time to enjoy this beautiful space in the morning time.
1778,25,beautiful place with amazing views
1779,25,"Tiffany was an amazing host for our woodsy getaway! Great listing, off the grid and beautiful. Great communication."
1780,25,"We enjoyed the hammock & swing chair on the beautiful deck overlooking the forest. It was quiet and we enjoyed the time in nature.
Please note that internet access may or may not be available. This was ok for us on this trip as we were there to get away and relax!"
1781,25,"Tiffany’s home is one of a kind! We only had enough time to stay the night in her wonderful cabin in the woods, but we are definitely going to come back for longer soon! Her home was spotless, incredibly roomy, and the outdoor space she created on the porch is so cozy - there’s nothing quite like being able to disconnect from the world, hanging in a hammock, listen to all the crickets chirp as the sun goes down."
1782,25,"Beautiful location deep in the woods, pretty much rain forest. No cell service 20 minutes before arriving. Not a tree house, rather small studio apartment with a tree growing through the deck. Washer and dryer in unit big bonus. Nice inside apartment, electric fireplace was a nice touch. Comfortable bed. No tv and limited satellite internet, no books or games provided. Very small shower, open on 2 sides with shower curtain. Shower curtain was moldy, dirty and smelly."
1783,25,Beautiful and peaceful place to stay! Loved it! Highly recommend
1784,25,Amazing place to stay and disconnect from the world a bit. 10/10 would stay here again!
1785,25,"Great! Relaxing and peaceful.

Definitely recommend all wheel drive and a higher clearance vehicle, especially if it’s muddy/rainy/snowy."
1786,25,Everything about our stay was wonderful! Tiffany was a great host and the home was so charming.
1787,25,"Peaceful and lovely place in the woods. Super comfortable bed and beautiful view. Had everything we needed for a quiet and peaceful weekend. The deck was our favorite place, played lots of darts and relaxed in the swing and/or hammock. Would definitely stay again. Location was great for where I needed to be and not far at all from Asheville or downtown Black Mountain."
1788,25,"beautiful, quiet place to get away ontop of a mountain."
1789,25,Tiffany's AirBnb was gorgeous and clean! It truly felt like an escape from reality and waking up to the forest views was wonderful. It's definitely a bit off the beaten path and the dirt road was a little rough on our sedan after the previous night's rain. Highly recommend if you're looking for a rural mountain getaway to unplug and unwind!
1790,25,wonderful stay :)
1791,25,We very much enjoyed our stay. The tree house is very nice and clean. It's secluded but also not too far away from Black Mtn and Asheville. We will return!
1792,25,"This was a surprise birthday trip for my husband and he absolutely loved it! The Happy Place is certainly a place we would visit again for a longer time. Tiffany's directions with pictures were super helpful and made the house easy to find. We were able to connect to the internet seemlessly and although there's no TV; with games, nature, and if you have a laptop or portable DVD player you don't miss it at all. It was the perfect mini getaway just being able to relax outside of the city! Thank you Soo Soo much! We will definitely be back ☺️"
1793,25,Perfect getaway location!
1794,25,We had a delightful stay. The space is charming and peaceful. We had our coffee/tea on the porch every morning. Read books in the hammock; and walked the “neighborhood”. Tiffany is a great host and adds sweet details to the space to make it even more charming!
1795,25,"Cozy and clean place immersed in nature - perfect for an escape from the city. Internet was definitely too slow for working remotely, but enough to get directions to local coffee shops!"
1796,25,"Very cute place to stay! Porch is beautiful, and the host provided lots of amenities and was great with communication!"
1797,25,"great secluded spot with a fantastic deck for yoga, relaxation and meditation. Great place to disconnect and recharge."
1798,25,"Tiffany's place is a lovely, secluded spot for a restful time. I took a solo trip and stayed for two days and really enjoyed it."
1799,25,Awesome place to relax and enjoy nature! We enjoyed the deck a lot!
1800,25,Amazing spot for a tech free getaway! Tiffany is super nice and reliable!
1801,25,"Wonderful secluded location. There's a lot of information on the rental information, but it was an easy stay. Wifi worked just fine and got phone reception and internet (without verizon). Really beautiful studio with a comfy porch."
1802,25,Tiffany’s house is absolutely beautiful and nestled in the mountains. This was a perfect place to disconnect (really because there was very little service) and the internet is pretty spotty. It’s a perfect location just 30 minutes from Asheville and the mountain! We highly recommend staying here 🥰
1803,25,"The place is great to getaway and very remote, quiet to enjoy the peace and quiet nature."
1804,25,Beautiful place with proper amenities. Follow the tips for preparation and getting there and you'll be set up for a great hidden spot for a few days of peace and fun. Cant wait to come back!
1805,25,Tiffany was absolutely fantastic! Descriptions are spot on and check in super easy. Great location for the secluded mountain trip that’s also close by to the hussle and bussle of Asheville!
1806,25,great romantic getaway very close to black mountain!my girlfriend and and I loved Tiffanys' tree house property.nice and private with no outside distractions!
1807,25,"We had a great stay at Tiffany’s place! Everything was immaculately clean and ready to go upon our arrival. It was a comfortable, cozy space and she’s done great work to make it feel larger than it actually is — I felt like we had everything and all the space we needed. Overall a great stay far removed from the bustle of cars and traffic, but still close enough to Asheville to easily get there within 30-40 minutes.

It was not as hard to get to as I anticipated but take your time on the dirt road, there are fairly deep ruts the closer you get to the unit. You shouldn’t need 4-wheel drive at all, maybe if it’s wet, but I’ve been on far worse dirt roads and managed just fine. Cell service (Verizon) dropped about 5 minutes before arriving.

The deck was awesome and the hammocks were super comfortable, I wish we’d used them more. Having darts was a great touch too.

The jug of mountain spring water in the kitchen was an unexpected but excellent touch and very tasty. I nearly drank the entire thing.

Do be aware that this place is pretty deep into the woods, so bugs are everywhere at night. This isn’t a complaint, I’m simply pointing out that this is truly an “out there” kind of location so bugs should be expected."
1808,25,We enjoyed our stay at the treehouse! It’s a unique location/bnb. We enjoyed sitting outside in the morning and evening listening to birds and the water stream nearby. Everything was just as the listing is described! The directions were very detailed and beyond helpful. Definitely recommend if you’re looking for a place to relax and reset!
1809,25,The treehouse was so beautiful and quaint. The space was quiet and perfect for a weekend getaway. It was clean and peaceful. I would definitely recommend this to anyone!
1810,25,Tiffany’s treehouse is exactly as described and exactly what I needed for a recharge. It is perfect as could be for a lovely stay in the mountains with peace and quiet in an amazing setting. I felt like I had my own little piece of heaven in the woods. The place is spotless with cozy decor and all the amenities you need for total comfort. I would definitely stay again when I’m in the area.
1811,25,"If you’re looking for a quiet vacation surrounded by trees with no reception - book Tiffany’s treehouse! The place was tidy and described 100% accurately per the listing. Tiffany is a timely and effective communicator. I had no issues getting to the location that is tucked away on a lovely mountainside. I was also surprised by a few snacks after the long road trip. The distance and time listed in the description are also accurate. You’ll want to plan ahead if on a strict timeline for the Biltmore or a hike. Thank you, Tiffany, for a lovely stay! I also appreciated the pots & pans, along with a stove to cook breakfast & dinner."
1812,25,"What a BEAUTIFUL PLACE! The inside of the cabin wayyy exceeded my expectations and was so clean and beautiful. It was very secluded, but the drive to black mountain for dinner was so beautiful we didn’t mind it at all. I highly recommend staying here! Tiffany is an excellent host and we felt very taken care of! Also I’m glad there were so many directions for how to get there in case our phones stopped working, but our maps brought us the whole way which was great."
1813,25,"I definitely recommend the Happy Place Treehouse to anyone looking to spend time in nature and get away from a busy city lifestyle. It was the perfect size and extremely clean inside. The treehouse is within 30 minutes to the town of Black Mountain, making it easy to explore the town. I would definitely stay here again!"
1814,25,"Such a beautiful little retreat! The way the sun shines through the windows is so beautiful and calming. Most importantly, Tiffany’s stay was so clean and organised!"
1815,25,"Couldn't have asked for a more relaxing experience. The travel there and just the views all around were mind-blowing. Looking forward to more stays!

The hammocks are PERFECT. Dart Board was a lot off fun under the lighted deck. Fireplace was a perfect touch with both heat and AC. if needed."
1816,25,The place was great!
1817,25,"Gorgeous house with serene, beautiful views, very pretty winding road to and from, loved having coffee on the porch and will definitely be checking this spot out again and recommending it to visitors. Perfect getaway!"
1818,25,An amazing get-away to unplug from it all. Everything was as described. A hidden gem!
1819,25,"Exactly as pictured, way up in the hills. Nice deck area for relaxing. Internet service is available but it's very slow, just something to keep in mind. Place was very clean and offered quality amenities. Great spot for a weekend getaway."
1820,25,Loved staying at Tiffany’s treehouse in the woods! Such a fantastic spot to unwind. I showed up at nighttime and woke up to the most beautiful view. The place was super clean and you can tell that Tiffany put a lot of thought into all of the details. Self check in was super smooth. Such a treat - highly recommend!
1821,25,The place was so great and exactly how Tiffany described it. You feel like you are in your own private woods. It’s so serene and beautiful.
1822,25,Tiffany was great to work with!
1823,25,"Great place in secluded area, great views… snacks provided and easy to communicate with. Definitely recommend."
1824,25,"Tiffany's place is just wonderful. Its secluded yet very cozy and just so cute. I loved the connection with nature and the beautiful sounds of birds, plus waking up beside a window that sees the mountains and the trees plus a beautiful moon if you chose the right time to go. Its spectacularly clean. The directions to get there couldnt be clearer. Tiffany really went above and beyond preparing the place with everything needed. This was a very therapeutic experience for me and I would love go go there again."
1825,25,Host was very hospitable and helpful. I forgot to write down the wifi password before heading over and she was so kind in helping us get access. Definitely coming back!
1826,25,"My husband, 2 pups, and I loved this place! The host is very accommodating and easy to communicate with! We would recommend this tree house."
1827,25,Very easy to communicate with the host. Definitely no cell service so make sure to print the map and watch your odometer after you turn onto the dirt road. We initially didn’t go far enough because we were estimating 0.9 miles. The “Kimberly Rd.” is on a fence and we didn’t see it the first time when we saw the red gate that said “private property.”
1828,25,A cute place to unwind. We enjoyed our stay so much.
1829,25,This was one of the best Airbnb I have stayed at!!
1830,25,"This is a beautiful property, and exactly as pictured!"
1831,25,The treehouse was a really special place for us. It was so peaceful and beautiful in the surrounding area. If you’re in the Black Mtn area I highly recommend this location. The hostess was outstanding and the apartment was spotless. We’d definitely stay there again.
1832,25,Such a cute and cozy cabin! I would definitely stay here again.
1833,25,"We had an amazing stay at Tiffany’s treehouse.
Super clean ✅
Easy to get there, even in a small sedan car✅
Lovely view ✅
Snacks available ✅
Internet connection to scroll through social media✅
Beautiful house ✅"
1834,27,"Vince and Judy were wonderful, friendly hosts. Our stay was much better than a hotel. Very quiet and peaceful. We had a great time!"
1835,27,Delightful
1836,27,Wonderful place and exactly what I needed. Quiet and relaxing. Didn’t want to leave. Thank you!
1837,27,"First of all, Vincent and Judy were the most helpful hosts I've ever had since using AirBNB. The personalization that went behind all they put into the cabin was done with perfection. Definitely the best experience I've had so far."
1838,27,Such a perfect little cabin. I will certainly be back.
1839,27,great people! made us feel right at home. worth every penny
1840,27,"Awesome, comfortable, friendly experience thank you all so much. Strongly recommend!!"
1841,27,"Most adorable cabin and hosts. Pictures don't do this place justice, it's adorable. Both hosts are extremely kind and accommodating. I would recommend staying here for a quiet, peaceful getaway. Amazing!"
1842,27,My boyfriend and I visited the cabin again and enjoyed it just as much as the first time! Vince and Judy are so warm and welcoming and really made sure we were fully taken care of. Our stay was incredibly relaxing and recharging.
1843,27,"Vincent and his wife were the most amazing host we’ve ever had, they made our experience so welcome and wonderful that we decided to add another night to our stay. Everything was quite literally perfect and our stay was everything we hoped for, we will most definitely be booking again in the future."
1844,27,This cabin was built beautifully and was so peaceful. We had a great time and we highly recommend. The hosts were also incredibly sweet :)
1845,27,Loved my stay even though it was only over night! Will be back again for a longer stay to really enjoy it fully.
1846,27,if you are looking to get away for a nice and quite getaway this is a great place to go. Vincent and his wife gave us a tour upon arrival and we're just awesome guest and even gave us some fresh eggs from there chickens to have for breakfast the next morning could not have asked for a nice escape and peaceful tranquil night away. will def be back in the future.
1847,27,"We loved our stay at this cabin. It was so cozy and peaceful, we especially loved the fireplace. We really enjoyed the ability to unplug and just get away. Vincent and Judy truly thought about everything when setting up the cabin. All the furniture and decorations were so comfortable and relaxing. They were also very attentive and welcoming of us staying at their place. We felt at home and very relaxed from the moment we got there."
1848,27,If you are looking for a primitive style serenity this is the place. The hosts met us upon arrival did a tour of the cabin. We could’ve have asked for better hospitality. The cabin itself has everything you could possibly need. Loved the morning coffee off the porch bedroom. The fireplaces and personal touches were an added benefit. Surely did not want to leave as it felt like home. Would stay again anytime
1849,27,He and his wife are super great hosts! They showed us around and we’re very accommodating. We loved using the fireplace.
1850,27,Vincent and Judy make you feel right at home. It felt we've known them for years. We will be back again.
1851,27,Very nice place! Nice and Cozy! Hosts were super friendly and accommodating! We enjoyed our stay!
1852,27,"Our stay was amazing! The hospitality Vince and Judy provided made us feel like we were right at home! You’re not in mountains but boy does it feel that way! It was an experience we will never forget! It is so cozy and exactly what we needed! If you need a place to go to and disconnect, this is it!"
1853,27,"Vince and Judy were warm and friendly. The location was very nice & cozy. The cabin was perfect in every way, even the chocolates, juice, and coffee. We couldn't ask for a better host, and would certainly recommend it to travelers.

We will be back to visit them next year. Thanks again for a wonderful experience!

-Larry"
1854,27,This place surprised me I loved this place and location. The fireplace favorite feature. I was able to connect my phones hotspot for my oldest to watch a movie while I relaxed and rested. It was a short notice stay that was amazingly accommodated and Im glad. Didnt wanna leave and ready to come back for my own get away.
1855,27,Wonderful cozy cabin! Amazing hosts. I definitely will be coming back if I’m around anytime soon!
1856,27,Was very cozy. No tv reception but other than that was a very good place to stay.
1857,27,"We couldn't have asked for a more perfect stay. Everything was accommodating. The hosts were very friendly and hospitable. It was like being at home. My husband and I attended at wedding near by and we are so happy we didn't choose the motel in Burgaw. It's not far from small shopping but far enough where it's quiet and you feel disconnected, it's quiet and all you hear is nature. The squirrel are close and fun to watch. Bird feeders are close to enjoy. I have told everyone about my experience and I cannot wait to go back when my husband comes home from traveling!"
1858,27,"Cozy, cozy and cozy. Loved this little cabin. And will definitely be visiting again. It’s a perfect place for a mini gateway. It’s earthy and peaceful. The host is extremely kind and very well prepared for guests."
1859,27,"My wife and I had an amazing time staying with Vincent and Judy at their cabin near Burgaw. The hosts are so very friendly, we felt like we were staying with old friends or loving family. They showed us around the property, welcomed us into their home, and even treated us with a small loaf of freshly baked bread. We can’t wait to go back for another visit, as soon as our schedules allow."
1860,27,The cabin was perfect! It was warm and cozy and Vince and Judy were so kind. They provided coffee and creamer and plenty of firewood. It was the perfect spot for a getaway for the two of us!!
1861,27,"Vincent and his wife are fairly new to the AirBNB game but don’t let that scare you. They are both very hospitable hosts and incredibly kind people. The cabin is a great little outfit with a very cozy feel. The fireplace is a great touch to make you feel at home. The location is a little drive away from the major city areas; however, it provides a tranquil space perfect for getting away and exhaling. I would absolutely recommend this spot to anyone curious about it."
1862,27,"Vincent and his wife were so warm, welcoming, and accommodating! The cabin we stayed in was handcrafted and had cute, personal touches all over. This property is located fairly close to the main home, but this was not a problem because of how laid back the couple was! Will definitely book again!"
1863,27,Our stay was awesome. The check-in process was easy. Vince and Judith were awesome host!! Would definitely return!
1864,27,"Our stay here felt like a step into a fairy tale adventure. The beautiful hand crafted furniture sat neatly around the cobblestone fireplace, giving a perfect place to warm up and end your day. Rustic french doors lead out to a porch perfect for morning coffee as the birds sing around you. Finally the hospitality of the host from start to finish left me thinking with excitement about the next time I'll come to visit."
1865,27,"I liked the place, the comfortable house and the hosts were very friendly."
1866,28,The host had a very helpful binder that included instructions on checking out as well as small pieces of information about the place.
1867,28,Our second stay here. We love it!
1868,28,This place was great :)
1869,28,Super cozy and cool looking place to spend a weekend! Also very conveniently close to and yet removed from Boone. Thanks so much for a great stay!
1870,28,Was an absolute pleasure to stay at! It is in the perfection location that allows you to have the seclusion of being “in the wilderness” but also the convenience of being within proximity to just about everything! My only suggestion is maybe put some curtains over the front door for privacy (plus a giant glass door facing the woods always give me the creeps) other than that 10/10!
1871,28,Beautiful spot and great place! Jason was very communicative and accommodating.
1872,28,"We had an absolutely great stay! Best of all, the space was very clean, and the surrounding areas were absolutely beautiful."
1873,28,The Hut was absolutely happy. The creek outside was a dream. My son LOVED the loft room and we were cozy our entire stay. Thank you!
1874,28,Great homey stay close to Boone!
1875,28,"We had an amazing stay at Jason’s place! It was quiet—a few neighbors, but generally private area down a dirt road and only a 20 minute drive to Boone. The space is small and very quaint, we were provided everything that we needed! The welcome book contained lots of good information about the town (places to eat, night life, things to do, etc) as well as clear check out instructions. Our only problem was the front door doesn’t have any kind of covering on it—all glass. And while it does face the woods/creek with no neighbors in that direction, we were a little unsettled by it at night! That might have been because we were unfamiliar with the area and the neighborhood, but nonetheless, something to cover the door with when it got dark would have made us feel a little more comfortable. All in all, amazing place at an even better price!"
1876,28,"We really enjoyed our stay. The home was exactly as described and pictured on the site. Jason was very prompt when responding to our questions.
We only wished we had had better weather to enjoy the lovely little porch by the stream."
1877,28,Wonderful area. Restful and relaxing with great natural options nearby. Quiet. Peaceful.
1878,28,We had a wonderful stay!
1879,28,This place was so awesome! The hosts were responsive and helpful. We had the best time exploring Boone! We will be back.
1880,28,Wonderful place! Beautiful creek right outside your front door ❤️
1881,28,We had a wonderful time! It is so peaceful sitting on the porch listening to the running stream. The inside is so clean. I was shocked how beautiful and how well planned out the inside is! It was cozy and felt right at home!
1882,28,Perfect location - private but close to town. We have stayed in lots of places in the mountains but this might be our favorite
1883,28,Perfect for a little ski trip getaway!
1884,28,"It is a great and charming place, spring water, quiet"
1885,28,Great place! Appalachian ski resort is perfect for beginners!
1886,28,"Very cozy and adorable, loved the privacy and how clean the place was."
1887,28,Loved staying in the Hut! Would definitely stay again.
1888,28,"Awesome little spot, perfect for what we needed!"
1889,28,"Good value, beautiful rental. Has everything you need. Stayed warm even in freezing temperatures.

Make sure to read the welcome book as there is a detailed checkout/cold weather procedure. Also, the wood stove is off limits which was a little disappointing but understandable for an Airbnb.

Only hiccup we had was that when we arrived, the previous guests were still checking out. The hosts apologized and told us we could wait or come back later, we went into town for dinner and when we came back everything was good to go. To be fair, we booked on very short notice so I understand if the hosts were surprised by our quick arrival.

Overall, it’s a beautiful rental on a beautiful property. Everything was clean and organized. I had a great stay."
1890,28,This is quite possibly our favorite Airbnb ever. This place is beautiful and extremely clean. The location is peaceful yet close enough to enjoy the local town. Jason was a great host and quick to respond. They even decorated for Christmas! 10/10 best Airbnb! Highly recommend!
1891,28,Great stay here. So cute and clean inside.
1892,28,"The CUTEST Airbnb ever!! The size of the outside look is deceiving to the space inside; the space inside is divided very well and has everything you need! If I could live here 24/7 i would! Nice hot water, comfy beds, everything was amazing!! I do plan on booking here whenever I visit my second home from now on!!"
1893,28,"It was the cutest little hut, and despite having others around it still felt private. Clear instructions before checking out, and very accommodating."
1894,28,"A perfect getaway, highly recommend."
1895,28,"The pictures are very accurate. Make sure you study them closely as loft access requires some agility. Very convenient to Boone but also very much away from it all. Make sure to save a few hours to sit on the ""front"" porch (which is actually in the back). Amazingly restful vibe."
1896,28,Best airbnb I've ever been to!
1897,28,"Great place! Right on a creek. Inside was comfortable with everything you need.
Will come back again"
1898,28,Had an amazing stay here. Loved the location and their binder with information and instructions. Very helpful. Will definitely be back. Better than the pictures.
1899,28,"This spot was just what I needed. The location was fabulous, the house was very clean, and the atmosphere was cozy."
1900,28,"Wow! What a perfect place of peace! This was the best home in the mountains we could have asked for. Cozy, yet spacious. A fully equipped kitchen and lots of attention to detail. We felt right at home and never wanted to leave. Thank you for a beautiful retreat!"
1901,28,"This place was amazing. About 20 to 30 minutes outside Boone and perfectly peaceful and remote. We enjoyed the comfort and quiet as we relaxed and enjoyed our time away.

We saw a plenty of wildlife (deer, rabbits, fox squirrels and chipmunks) as we would eat meals and look out the French doors.

10/10 would stay again."
1902,28,Had a blast at this little hut. Wouldn’t mind coming back!
1903,28,"What a unique place! We loved all the different woods and decor. The space was utilized so well and we could tell a lot of thought went into the design of the house. The beds and couch were comfortable and the information in your welcome book was helpful. Warm & cozy all around. Jason was always available for any questions. All in all, a great place to enjoy the flavor of North Carolina's mountains."
1904,28,Jason was extremely helpful during this entire visit and the weeks leading up. The space itself is perfect for relaxing after exploring the surrounding areas. Would absolutely visit and stay again
1905,28,Absolutely loved our stay here! So cozy! Highly recommended!!
1906,28,This was a great place to stay for a couple or a couple with a couple of kids who are elementary age and older. I appreciate the cleanliness and the responsiveness of Jason!
1907,28,One of the coziest airbnb's we've ever stayed at. Everything was perfect! Seriously! Everything you need was included! I loved this place so much. There is a creek in the back to listen to and it was so cozy! We had so much fun! Thank you Jason and Issa! Perfect location. Amazing AIRBNB listing! 100 stars 🌟
1908,28,Great place to stay. Just as listing shows.
1909,28,Lovely! Just what we were looking for. Very clean. Adorable. Had a blast!
1910,28,Great layout with quality kitchen equipment and furnishings. Great value for our stay as a couple. Check-in was easy.
1911,28,Jason’s place is amazing! It’s super cute! VERY clean!! Great location!!! Would totally come back!!!
1912,28,"Overall, we loved it. The house was cozy and clean. They had everything we needed.
The trail around the house was very peaceful to walk. The communication with Jason was awesome! Thank you. We even saw a shooting star!
The sound of the creek was plus!

Two things we didn’t expect were we thought the house was totally surrounded by nature but there are a couple houses close by. (One is right next to this house)
And Monday morning was a little noisy with the commercial vehicles and big delivery truck passing by…Weekend might be more quiet:)

But we made a fire and my kids explored nature and we could spend very peaceful night. We needed it. Thank you."
1913,28,This was the perfect Airbnb! Small and cozy but had everything needed for a weekend away in the mountains!
1914,28,"Lovely little stream out back. Clean, cozy, perfect for two people!"
1915,28,"Jason’s little hut should be called Jason’s Gem: really nice, superbly clean with a great deal of attention to details including leaving coffee (forgot to take some from home before leaving, in the mornings, if I don’t have a cup of coffee first, don’t even talk to me..LOL). House is situated in a beautiful surrounding, so peaceful and calm, it was very clean, loved the shower. Will definitely stay again if we come to Boone. BTW Jason, if you ever decide to sell it, let me know please, my wife loved it."
1916,28,"So cute, clean, and comfy. Such a peaceful stay - overlooking trees and stream from the porch. Will definitely plan to stay again!"
